base_p1,model_type,p1,p2,p3,p4,vortex_winding,trivial_winding,holonomy_phase_total,phase_closure_ok,encircles_defect,pop_threshold_steps,ceab_loop_length,ceab_phase_closure_ok,gap_law_ok,canonical_vortex_winding,topological_contrast_vs_canonical,defect_core_valid,tag
394811,canonical,394811,394813,394817,394819,1,0,0,1,1,4,2,1,1,1,0,1,[B]
394811,ceab_shift,394817,394819,394811,394813,0,0,0,0,0,4,2,1,0,1,1,1,[B]
394811,channel_shuffle,394817,394813,394811,394819,0,0,0,0,0,4,2,1,0,1,1,1,[B]
397541,canonical,397541,397543,397547,397549,1,0,0,1,1,4,2,1,1,1,0,1,[B]
397541,ceab_shift,397547,397549,397541,397543,0,0,0,0,0,4,2,1,0,1,1,1,[B]
397541,channel_shuffle,397547,397543,397541,397549,0,0,0,0,0,4,2,1,0,1,1,1,[B]
397751,canonical,397751,397753,397757,397759,1,0,0,1,1,4,2,1,1,1,0,1,[B]
397751,ceab_shift,397757,397759,397751,397753,0,0,0,0,0,4,2,1,0,1,1,1,[B]
397751,channel_shuffle,397757,397753,397751,397759,0,0,0,0,0,4,2,1,0,1,1,1,[B]
402131,canonical,402131,402133,402137,402139,1,0,0,1,1,4,2,1,1,1,0,1,[B]
402131,ceab_shift,402137,402139,402131,402133,0,0,0,0,0,4,2,1,0,1,1,1,[B]
402131,channel_shuffle,402137,402133,402131,402139,0,0,0,0,0,4,2,1,0,1,1,1,[B]
402761,canonical,402761,402763,402767,402769,1,0,0,1,1,4,2,1,1,1,0,1,[B]
402761,ceab_shift,402767,402769,402761,402763,0,0,0,0,0,4,2,1,0,1,1,1,[B]
402761,channel_shuffle,402767,402763,402761,402769,0,0,0,0,0,4,2,1,0,1,1,1,[B]
412031,canonical,412031,412033,412037,412039,1,0,0,1,1,4,2,1,1,1,0,1,[B]
412031,ceab_shift,412037,412039,412031,412033,0,0,0,0,0,4,2,1,0,1,1,1,[B]
412031,channel_shuffle,412037,412033,412031,412039,0,0,0,0,0,4,2,1,0,1,1,1,[B]
419051,canonical,419051,419053,419057,419059,1,0,0,1,1,4,2,1,1,1,0,1,[B]
419051,ceab_shift,419057,419059,419051,419053,0,0,0,0,0,4,2,1,0,1,1,1,[B]
419051,channel_shuffle,419057,419053,419051,419059,0,0,0,0,0,4,2,1,0,1,1,1,[B]
420851,canonical,420851,420853,420857,420859,1,0,0,1,1,4,2,1,1,1,0,1,[B]
420851,ceab_shift,420857,420859,420851,420853,0,0,0,0,0,4,2,1,0,1,1,1,[B]
420851,channel_shuffle,420857,420853,420851,420859,0,0,0,0,0,4,2,1,0,1,1,1,[B]
427241,canonical,427241,427243,427247,427249,1,0,0,1,1,4,2,1,1,1,0,1,[B]
427241,ceab_shift,427247,427249,427241,427243,0,0,0,0,0,4,2,1,0,1,1,1,[B]
427241,channel_shuffle,427247,427243,427241,427249,0,0,0,0,0,4,2,1,0,1,1,1,[B]
442571,canonical,442571,442573,442577,442579,1,0,0,1,1,4,2,1,1,1,0,1,[B]
442571,ceab_shift,442577,442579,442571,442573,0,0,0,0,0,4,2,1,0,1,1,1,[B]
442571,channel_shuffle,442577,442573,442571,442579,0,0,0,0,0,4,2,1,0,1,1,1,[B]
444341,canonical,444341,444343,444347,444349,1,0,0,1,1,4,2,1,1,1,0,1,[B]
444341,ceab_shift,444347,444349,444341,444343,0,0,0,0,0,4,2,1,0,1,1,1,[B]
444341,channel_shuffle,444347,444343,444341,444349,0,0,0,0,0,4,2,1,0,1,1,1,[B]
452531,canonical,452531,452533,452537,452539,1,0,0,1,1,4,2,1,1,1,0,1,[B]
452531,ceab_shift,452537,452539,452531,452533,0,0,0,0,0,4,2,1,0,1,1,1,[B]
452531,channel_shuffle,452537,452533,452531,452539,0,0,0,0,0,4,2,1,0,1,1,1,[B]
463451,canonical,463451,463453,463457,463459,1,0,0,1,1,4,2,1,1,1,0,1,[B]
463451,ceab_shift,463457,463459,463451,463453,0,0,0,0,0,4,2,1,0,1,1,1,[B]
463451,channel_shuffle,463457,463453,463451,463459,0,0,0,0,0,4,2,1,0,1,1,1,[B]
465161,canonical,465161,465163,465167,465169,1,0,0,1,1,4,2,1,1,1,0,1,[B]
465161,ceab_shift,465167,465169,465161,465163,0,0,0,0,0,4,2,1,0,1,1,1,[B]
465161,channel_shuffle,465167,465163,465161,465169,0,0,0,0,0,4,2,1,0,1,1,1,[B]
467471,canonical,467471,467473,467477,467479,1,0,0,1,1,4,2,1,1,1,0,1,[B]
467471,ceab_shift,467477,467479,467471,467473,0,0,0,0,0,4,2,1,0,1,1,1,[B]
467471,channel_shuffle,467477,467473,467471,467479,0,0,0,0,0,4,2,1,0,1,1,1,[B]
470081,canonical,470081,470083,470087,470089,1,0,0,1,1,4,2,1,1,1,0,1,[B]
470081,ceab_shift,470087,470089,470081,470083,0,0,0,0,0,4,2,1,0,1,1,1,[B]
470081,channel_shuffle,470087,470083,470081,470089,0,0,0,0,0,4,2,1,0,1,1,1,[B]
477011,canonical,477011,477013,477017,477019,1,0,0,1,1,4,2,1,1,1,0,1,[B]
477011,ceab_shift,477017,477019,477011,477013,0,0,0,0,0,4,2,1,0,1,1,1,[B]
477011,channel_shuffle,477017,477013,477011,477019,0,0,0,0,0,4,2,1,0,1,1,1,[B]
490571,canonical,490571,490573,490577,490579,1,0,0,1,1,4,2,1,1,1,0,1,[B]
490571,ceab_shift,490577,490579,490571,490573,0,0,0,0,0,4,2,1,0,1,1,1,[B]
490571,channel_shuffle,490577,490573,490571,490579,0,0,0,0,0,4,2,1,0,1,1,1,[B]
495611,canonical,495611,495613,495617,495619,1,0,0,1,1,4,2,1,1,1,0,1,[B]
495611,ceab_shift,495617,495619,495611,495613,0,0,0,0,0,4,2,1,0,1,1,1,[B]
495611,channel_shuffle,495617,495613,495611,495619,0,0,0,0,0,4,2,1,0,1,1,1,[B]
500231,canonical,500231,500233,500237,500239,1,0,0,1,1,4,2,1,1,1,0,1,[B]
500231,ceab_shift,500237,500239,500231,500233,0,0,0,0,0,4,2,1,0,1,1,1,[B]
500231,channel_shuffle,500237,500233,500231,500239,0,0,0,0,0,4,2,1,0,1,1,1,[B]
510611,canonical,510611,510613,510617,510619,1,0,0,1,1,4,2,1,1,1,0,1,[B]
510611,ceab_shift,510617,510619,510611,510613,0,0,0,0,0,4,2,1,0,1,1,1,[B]
510611,channel_shuffle,510617,510613,510611,510619,0,0,0,0,0,4,2,1,0,1,1,1,[B]
518801,canonical,518801,518803,518807,518809,1,0,0,1,1,4,2,1,1,1,0,1,[B]
518801,ceab_shift,518807,518809,518801,518803,0,0,0,0,0,4,2,1,0,1,1,1,[B]
518801,channel_shuffle,518807,518803,518801,518809,0,0,0,0,0,4,2,1,0,1,1,1,[B]
536441,canonical,536441,536443,536447,536449,1,0,0,1,1,4,2,1,1,1,0,1,[B]
536441,ceab_shift,536447,536449,536441,536443,0,0,0,0,0,4,2,1,0,1,1,1,[B]
536441,channel_shuffle,536447,536443,536441,536449,0,0,0,0,0,4,2,1,0,1,1,1,[B]
536771,canonical,536771,536773,536777,536779,1,0,0,1,1,4,2,1,1,1,0,1,[B]
536771,ceab_shift,536777,536779,536771,536773,0,0,0,0,0,4,2,1,0,1,1,1,[B]
536771,channel_shuffle,536777,536773,536771,536779,0,0,0,0,0,4,2,1,0,1,1,1,[B]
539501,canonical,539501,539503,539507,539509,1,0,0,1,1,4,2,1,1,1,0,1,[B]
539501,ceab_shift,539507,539509,539501,539503,0,0,0,0,0,4,2,1,0,1,1,1,[B]
539501,channel_shuffle,539507,539503,539501,539509,0,0,0,0,0,4,2,1,0,1,1,1,[B]
549161,canonical,549161,549163,549167,549169,1,0,0,1,1,4,2,1,1,1,0,1,[B]
549161,ceab_shift,549167,549169,549161,549163,0,0,0,0,0,4,2,1,0,1,1,1,[B]
549161,channel_shuffle,549167,549163,549161,549169,0,0,0,0,0,4,2,1,0,1,1,1,[B]
559211,canonical,559211,559213,559217,559219,1,0,0,1,1,4,2,1,1,1,0,1,[B]
559211,ceab_shift,559217,559219,559211,559213,0,0,0,0,0,4,2,1,0,1,1,1,[B]
559211,channel_shuffle,559217,559213,559211,559219,0,0,0,0,0,4,2,1,0,1,1,1,[B]
563411,canonical,563411,563413,563417,563419,1,0,0,1,1,4,2,1,1,1,0,1,[B]
563411,ceab_shift,563417,563419,563411,563413,0,0,0,0,0,4,2,1,0,1,1,1,[B]
563411,channel_shuffle,563417,563413,563411,563419,0,0,0,0,0,4,2,1,0,1,1,1,[B]
570041,canonical,570041,570043,570047,570049,1,0,0,1,1,4,2,1,1,1,0,1,[B]
570041,ceab_shift,570047,570049,570041,570043,0,0,0,0,0,4,2,1,0,1,1,1,[B]
570041,channel_shuffle,570047,570043,570041,570049,0,0,0,0,0,4,2,1,0,1,1,1,[B]
572651,canonical,572651,572653,572657,572659,1,0,0,1,1,4,2,1,1,1,0,1,[B]
572651,ceab_shift,572657,572659,572651,572653,0,0,0,0,0,4,2,1,0,1,1,1,[B]
572651,channel_shuffle,572657,572653,572651,572659,0,0,0,0,0,4,2,1,0,1,1,1,[B]
585911,canonical,585911,585913,585917,585919,1,0,0,1,1,4,2,1,1,1,0,1,[B]
585911,ceab_shift,585917,585919,585911,585913,0,0,0,0,0,4,2,1,0,1,1,1,[B]
585911,channel_shuffle,585917,585913,585911,585919,0,0,0,0,0,4,2,1,0,1,1,1,[B]
594821,canonical,594821,594823,594827,594829,1,0,0,1,1,4,2,1,1,1,0,1,[B]
594821,ceab_shift,594827,594829,594821,594823,0,0,0,0,0,4,2,1,0,1,1,1,[B]
594821,channel_shuffle,594827,594823,594821,594829,0,0,0,0,0,4,2,1,0,1,1,1,[B]
597671,canonical,597671,597673,597677,597679,1,0,0,1,1,4,2,1,1,1,0,1,[B]
597671,ceab_shift,597677,597679,597671,597673,0,0,0,0,0,4,2,1,0,1,1,1,[B]
597671,channel_shuffle,597677,597673,597671,597679,0,0,0,0,0,4,2,1,0,1,1,1,[B]
607301,canonical,607301,607303,607307,607309,1,0,0,1,1,4,2,1,1,1,0,1,[B]
607301,ceab_shift,607307,607309,607301,607303,0,0,0,0,0,4,2,1,0,1,1,1,[B]
607301,channel_shuffle,607307,607303,607301,607309,0,0,0,0,0,4,2,1,0,1,1,1,[B]
622241,canonical,622241,622243,622247,622249,1,0,0,1,1,4,2,1,1,1,0,1,[B]
622241,ceab_shift,622247,622249,622241,622243,0,0,0,0,0,4,2,1,0,1,1,1,[B]
622241,channel_shuffle,622247,622243,622241,622249,0,0,0,0,0,4,2,1,0,1,1,1,[B]
626621,canonical,626621,626623,626627,626629,1,0,0,1,1,4,2,1,1,1,0,1,[B]
626621,ceab_shift,626627,626629,626621,626623,0,0,0,0,0,4,2,1,0,1,1,1,[B]
626621,channel_shuffle,626627,626623,626621,626629,0,0,0,0,0,4,2,1,0,1,1,1,[B]
632081,canonical,632081,632083,632087,632089,1,0,0,1,1,4,2,1,1,1,0,1,[B]
632081,ceab_shift,632087,632089,632081,632083,0,0,0,0,0,4,2,1,0,1,1,1,[B]
632081,channel_shuffle,632087,632083,632081,632089,0,0,0,0,0,4,2,1,0,1,1,1,[B]
632321,canonical,632321,632323,632327,632329,1,0,0,1,1,4,2,1,1,1,0,1,[B]
632321,ceab_shift,632327,632329,632321,632323,0,0,0,0,0,4,2,1,0,1,1,1,[B]
632321,channel_shuffle,632327,632323,632321,632329,0,0,0,0,0,4,2,1,0,1,1,1,[B]
633461,canonical,633461,633463,633467,633469,1,0,0,1,1,4,2,1,1,1,0,1,[B]
633461,ceab_shift,633467,633469,633461,633463,0,0,0,0,0,4,2,1,0,1,1,1,[B]
633461,channel_shuffle,633467,633463,633461,633469,0,0,0,0,0,4,2,1,0,1,1,1,[B]
633791,canonical,633791,633793,633797,633799,1,0,0,1,1,4,2,1,1,1,0,1,[B]
633791,ceab_shift,633797,633799,633791,633793,0,0,0,0,0,4,2,1,0,1,1,1,[B]
633791,channel_shuffle,633797,633793,633791,633799,0,0,0,0,0,4,2,1,0,1,1,1,[B]
654161,canonical,654161,654163,654167,654169,1,0,0,1,1,4,2,1,1,1,0,1,[B]
654161,ceab_shift,654167,654169,654161,654163,0,0,0,0,0,4,2,1,0,1,1,1,[B]
654161,channel_shuffle,654167,654163,654161,654169,0,0,0,0,0,4,2,1,0,1,1,1,[B]
657491,canonical,657491,657493,657497,657499,1,0,0,1,1,4,2,1,1,1,0,1,[B]
657491,ceab_shift,657497,657499,657491,657493,0,0,0,0,0,4,2,1,0,1,1,1,[B]
657491,channel_shuffle,657497,657493,657491,657499,0,0,0,0,0,4,2,1,0,1,1,1,[B]
661091,canonical,661091,661093,661097,661099,1,0,0,1,1,4,2,1,1,1,0,1,[B]
661091,ceab_shift,661097,661099,661091,661093,0,0,0,0,0,4,2,1,0,1,1,1,[B]
661091,channel_shuffle,661097,661093,661091,661099,0,0,0,0,0,4,2,1,0,1,1,1,[B]
663581,canonical,663581,663583,663587,663589,1,0,0,1,1,4,2,1,1,1,0,1,[B]
663581,ceab_shift,663587,663589,663581,663583,0,0,0,0,0,4,2,1,0,1,1,1,[B]
663581,channel_shuffle,663587,663583,663581,663589,0,0,0,0,0,4,2,1,0,1,1,1,[B]
664661,canonical,664661,664663,664667,664669,1,0,0,1,1,4,2,1,1,1,0,1,[B]
664661,ceab_shift,664667,664669,664661,664663,0,0,0,0,0,4,2,1,0,1,1,1,[B]
664661,channel_shuffle,664667,664663,664661,664669,0,0,0,0,0,4,2,1,0,1,1,1,[B]
666431,canonical,666431,666433,666437,666439,1,0,0,1,1,4,2,1,1,1,0,1,[B]
666431,ceab_shift,666437,666439,666431,666433,0,0,0,0,0,4,2,1,0,1,1,1,[B]
666431,channel_shuffle,666437,666433,666431,666439,0,0,0,0,0,4,2,1,0,1,1,1,[B]
680291,canonical,680291,680293,680297,680299,1,0,0,1,1,4,2,1,1,1,0,1,[B]
680291,ceab_shift,680297,680299,680291,680293,0,0,0,0,0,4,2,1,0,1,1,1,[B]
680291,channel_shuffle,680297,680293,680291,680299,0,0,0,0,0,4,2,1,0,1,1,1,[B]
681251,canonical,681251,681253,681257,681259,1,0,0,1,1,4,2,1,1,1,0,1,[B]
681251,ceab_shift,681257,681259,681251,681253,0,0,0,0,0,4,2,1,0,1,1,1,[B]
681251,channel_shuffle,681257,681253,681251,681259,0,0,0,0,0,4,2,1,0,1,1,1,[B]
691721,canonical,691721,691723,691727,691729,1,0,0,1,1,4,2,1,1,1,0,1,[B]
691721,ceab_shift,691727,691729,691721,691723,0,0,0,0,0,4,2,1,0,1,1,1,[B]
691721,channel_shuffle,691727,691723,691721,691729,0,0,0,0,0,4,2,1,0,1,1,1,[B]
705161,canonical,705161,705163,705167,705169,1,0,0,1,1,4,2,1,1,1,0,1,[B]
705161,ceab_shift,705167,705169,705161,705163,0,0,0,0,0,4,2,1,0,1,1,1,[B]
705161,channel_shuffle,705167,705163,705161,705169,0,0,0,0,0,4,2,1,0,1,1,1,[B]
715151,canonical,715151,715153,715157,715159,1,0,0,1,1,4,2,1,1,1,0,1,[B]
715151,ceab_shift,715157,715159,715151,715153,0,0,0,0,0,4,2,1,0,1,1,1,[B]
715151,channel_shuffle,715157,715153,715151,715159,0,0,0,0,0,4,2,1,0,1,1,1,[B]
734471,canonical,734471,734473,734477,734479,1,0,0,1,1,4,2,1,1,1,0,1,[B]
734471,ceab_shift,734477,734479,734471,734473,0,0,0,0,0,4,2,1,0,1,1,1,[B]
734471,channel_shuffle,734477,734473,734471,734479,0,0,0,0,0,4,2,1,0,1,1,1,[B]
736361,canonical,736361,736363,736367,736369,1,0,0,1,1,4,2,1,1,1,0,1,[B]
736361,ceab_shift,736367,736369,736361,736363,0,0,0,0,0,4,2,1,0,1,1,1,[B]
736361,channel_shuffle,736367,736363,736361,736369,0,0,0,0,0,4,2,1,0,1,1,1,[B]
739391,canonical,739391,739393,739397,739399,1,0,0,1,1,4,2,1,1,1,0,1,[B]
739391,ceab_shift,739397,739399,739391,739393,0,0,0,0,0,4,2,1,0,1,1,1,[B]
739391,channel_shuffle,739397,739393,739391,739399,0,0,0,0,0,4,2,1,0,1,1,1,[B]
768191,canonical,768191,768193,768197,768199,1,0,0,1,1,4,2,1,1,1,0,1,[B]
768191,ceab_shift,768197,768199,768191,768193,0,0,0,0,0,4,2,1,0,1,1,1,[B]
768191,channel_shuffle,768197,768193,768191,768199,0,0,0,0,0,4,2,1,0,1,1,1,[B]
773021,canonical,773021,773023,773027,773029,1,0,0,1,1,4,2,1,1,1,0,1,[B]
773021,ceab_shift,773027,773029,773021,773023,0,0,0,0,0,4,2,1,0,1,1,1,[B]
773021,channel_shuffle,773027,773023,773021,773029,0,0,0,0,0,4,2,1,0,1,1,1,[B]
795791,canonical,795791,795793,795797,795799,1,0,0,1,1,4,2,1,1,1,0,1,[B]
795791,ceab_shift,795797,795799,795791,795793,0,0,0,0,0,4,2,1,0,1,1,1,[B]
795791,channel_shuffle,795797,795793,795791,795799,0,0,0,0,0,4,2,1,0,1,1,1,[B]
803441,canonical,803441,803443,803447,803449,1,0,0,1,1,4,2,1,1,1,0,1,[B]
803441,ceab_shift,803447,803449,803441,803443,0,0,0,0,0,4,2,1,0,1,1,1,[B]
803441,channel_shuffle,803447,803443,803441,803449,0,0,0,0,0,4,2,1,0,1,1,1,[B]
814061,canonical,814061,814063,814067,814069,1,0,0,1,1,4,2,1,1,1,0,1,[B]
814061,ceab_shift,814067,814069,814061,814063,0,0,0,0,0,4,2,1,0,1,1,1,[B]
814061,channel_shuffle,814067,814063,814061,814069,0,0,0,0,0,4,2,1,0,1,1,1,[B]
822161,canonical,822161,822163,822167,822169,1,0,0,1,1,4,2,1,1,1,0,1,[B]
822161,ceab_shift,822167,822169,822161,822163,0,0,0,0,0,4,2,1,0,1,1,1,[B]
822161,channel_shuffle,822167,822163,822161,822169,0,0,0,0,0,4,2,1,0,1,1,1,[B]
823721,canonical,823721,823723,823727,823729,1,0,0,1,1,4,2,1,1,1,0,1,[B]
823721,ceab_shift,823727,823729,823721,823723,0,0,0,0,0,4,2,1,0,1,1,1,[B]
823721,channel_shuffle,823727,823723,823721,823729,0,0,0,0,0,4,2,1,0,1,1,1,[B]
829721,canonical,829721,829723,829727,829729,1,0,0,1,1,4,2,1,1,1,0,1,[B]
829721,ceab_shift,829727,829729,829721,829723,0,0,0,0,0,4,2,1,0,1,1,1,[B]
829721,channel_shuffle,829727,829723,829721,829729,0,0,0,0,0,4,2,1,0,1,1,1,[B]
833711,canonical,833711,833713,833717,833719,1,0,0,1,1,4,2,1,1,1,0,1,[B]
833711,ceab_shift,833717,833719,833711,833713,0,0,0,0,0,4,2,1,0,1,1,1,[B]
833711,channel_shuffle,833717,833713,833711,833719,0,0,0,0,0,4,2,1,0,1,1,1,[B]
837071,canonical,837071,837073,837077,837079,1,0,0,1,1,4,2,1,1,1,0,1,[B]
837071,ceab_shift,837077,837079,837071,837073,0,0,0,0,0,4,2,1,0,1,1,1,[B]
837071,channel_shuffle,837077,837073,837071,837079,0,0,0,0,0,4,2,1,0,1,1,1,[B]
845981,canonical,845981,845983,845987,845989,1,0,0,1,1,4,2,1,1,1,0,1,[B]
845981,ceab_shift,845987,845989,845981,845983,0,0,0,0,0,4,2,1,0,1,1,1,[B]
845981,channel_shuffle,845987,845983,845981,845989,0,0,0,0,0,4,2,1,0,1,1,1,[B]
854921,canonical,854921,854923,854927,854929,1,0,0,1,1,4,2,1,1,1,0,1,[B]
854921,ceab_shift,854927,854929,854921,854923,0,0,0,0,0,4,2,1,0,1,1,1,[B]
854921,channel_shuffle,854927,854923,854921,854929,0,0,0,0,0,4,2,1,0,1,1,1,[B]
855731,canonical,855731,855733,855737,855739,1,0,0,1,1,4,2,1,1,1,0,1,[B]
855731,ceab_shift,855737,855739,855731,855733,0,0,0,0,0,4,2,1,0,1,1,1,[B]
855731,channel_shuffle,855737,855733,855731,855739,0,0,0,0,0,4,2,1,0,1,1,1,[B]
857951,canonical,857951,857953,857957,857959,1,0,0,1,1,4,2,1,1,1,0,1,[B]
857951,ceab_shift,857957,857959,857951,857953,0,0,0,0,0,4,2,1,0,1,1,1,[B]
857951,channel_shuffle,857957,857953,857951,857959,0,0,0,0,0,4,2,1,0,1,1,1,[B]
875261,canonical,875261,875263,875267,875269,1,0,0,1,1,4,2,1,1,1,0,1,[B]
875261,ceab_shift,875267,875269,875261,875263,0,0,0,0,0,4,2,1,0,1,1,1,[B]
875261,channel_shuffle,875267,875263,875261,875269,0,0,0,0,0,4,2,1,0,1,1,1,[B]
876011,canonical,876011,876013,876017,876019,1,0,0,1,1,4,2,1,1,1,0,1,[B]
876011,ceab_shift,876017,876019,876011,876013,0,0,0,0,0,4,2,1,0,1,1,1,[B]
876011,channel_shuffle,876017,876013,876011,876019,0,0,0,0,0,4,2,1,0,1,1,1,[B]
881471,canonical,881471,881473,881477,881479,1,0,0,1,1,4,2,1,1,1,0,1,[B]
881471,ceab_shift,881477,881479,881471,881473,0,0,0,0,0,4,2,1,0,1,1,1,[B]
881471,channel_shuffle,881477,881473,881471,881479,0,0,0,0,0,4,2,1,0,1,1,1,[B]
889871,canonical,889871,889873,889877,889879,1,0,0,1,1,4,2,1,1,1,0,1,[B]
889871,ceab_shift,889877,889879,889871,889873,0,0,0,0,0,4,2,1,0,1,1,1,[B]
889871,channel_shuffle,889877,889873,889871,889879,0,0,0,0,0,4,2,1,0,1,1,1,[B]
907391,canonical,907391,907393,907397,907399,1,0,0,1,1,4,2,1,1,1,0,1,[B]
907391,ceab_shift,907397,907399,907391,907393,0,0,0,0,0,4,2,1,0,1,1,1,[B]
907391,channel_shuffle,907397,907393,907391,907399,0,0,0,0,0,4,2,1,0,1,1,1,[B]
930071,canonical,930071,930073,930077,930079,1,0,0,1,1,4,2,1,1,1,0,1,[B]
930071,ceab_shift,930077,930079,930071,930073,0,0,0,0,0,4,2,1,0,1,1,1,[B]
930071,channel_shuffle,930077,930073,930071,930079,0,0,0,0,0,4,2,1,0,1,1,1,[B]
938051,canonical,938051,938053,938057,938059,1,0,0,1,1,4,2,1,1,1,0,1,[B]
938051,ceab_shift,938057,938059,938051,938053,0,0,0,0,0,4,2,1,0,1,1,1,[B]
938051,channel_shuffle,938057,938053,938051,938059,0,0,0,0,0,4,2,1,0,1,1,1,[B]
946661,canonical,946661,946663,946667,946669,1,0,0,1,1,4,2,1,1,1,0,1,[B]
946661,ceab_shift,946667,946669,946661,946663,0,0,0,0,0,4,2,1,0,1,1,1,[B]
946661,channel_shuffle,946667,946663,946661,946669,0,0,0,0,0,4,2,1,0,1,1,1,[B]
954971,canonical,954971,954973,954977,954979,1,0,0,1,1,4,2,1,1,1,0,1,[B]
954971,ceab_shift,954977,954979,954971,954973,0,0,0,0,0,4,2,1,0,1,1,1,[B]
954971,channel_shuffle,954977,954973,954971,954979,0,0,0,0,0,4,2,1,0,1,1,1,[B]
958541,canonical,958541,958543,958547,958549,1,0,0,1,1,4,2,1,1,1,0,1,[B]
958541,ceab_shift,958547,958549,958541,958543,0,0,0,0,0,4,2,1,0,1,1,1,[B]
958541,channel_shuffle,958547,958543,958541,958549,0,0,0,0,0,4,2,1,0,1,1,1,[B]
959471,canonical,959471,959473,959477,959479,1,0,0,1,1,4,2,1,1,1,0,1,[B]
959471,ceab_shift,959477,959479,959471,959473,0,0,0,0,0,4,2,1,0,1,1,1,[B]
959471,channel_shuffle,959477,959473,959471,959479,0,0,0,0,0,4,2,1,0,1,1,1,[B]
976301,canonical,976301,976303,976307,976309,1,0,0,1,1,4,2,1,1,1,0,1,[B]
976301,ceab_shift,976307,976309,976301,976303,0,0,0,0,0,4,2,1,0,1,1,1,[B]
976301,channel_shuffle,976307,976303,976301,976309,0,0,0,0,0,4,2,1,0,1,1,1,[B]
978071,canonical,978071,978073,978077,978079,1,0,0,1,1,4,2,1,1,1,0,1,[B]
978071,ceab_shift,978077,978079,978071,978073,0,0,0,0,0,4,2,1,0,1,1,1,[B]
978071,channel_shuffle,978077,978073,978071,978079,0,0,0,0,0,4,2,1,0,1,1,1,[B]
983441,canonical,983441,983443,983447,983449,1,0,0,1,1,4,2,1,1,1,0,1,[B]
983441,ceab_shift,983447,983449,983441,983443,0,0,0,0,0,4,2,1,0,1,1,1,[B]
983441,channel_shuffle,983447,983443,983441,983449,0,0,0,0,0,4,2,1,0,1,1,1,[B]
